cluster_id	motif_names	motif_ids
cluster_11	REF6,AT3G10030,MYB105,MYB3R5,MYB3R4,MYB98,MYB118,MYB119,MYB56,MYB113,MYB33,myb.Ph3,MYB101,MYB81,MYB70,MYB73,MYB44,PC-MYB1,MYB77,MYB3R3,Gam1,MYB65,MYB52,MYB1,MYB3R1,PK28565.1	MA1415.2,MA1662.2,MA1169.1,MA1172.2,MA1180.2,MA1392.3,MA1170.2,MA1176.2,MA1174.2,MA1181.2,MA1391.3,MA0054.1,MA1173.2,MA1175.2,MA1393.3,MA1394.3,MA2027.2,MA2352.1,MA0575.2,MA2343.1,MA0034.2,MA1177.2,MA1171.2,MA1179.2,MA1178.3,MA2360.1
cluster_12	GRF4,TREE1,MBD2,BZIP52,BZIP69,BZIP18,VIP1,BZIP30,PK00315.1,PK16335.1,PK27109.1	MA1815.2,MA1801.2,MA2370.1,MA1343.2,MA1746.1,MA1742.2,MA1803.2,MA1744.2,MA2055.1,MA2072.1,MA2091.1
cluster_13	RVE4,RVE7,RVE8,RVE6,RVE5,RVE7L,RVE1,LHY,CCA1,PK02532.1,GATA6,GATA1,GATA19,GATA20,GATA8,GATA15,GATA4,ARR14,OsRR22,OsCCA1,ARR11,ARR2,ARR18,ARR10,AT5G05090,GATA14,GATA10,GATA11,ARR1,GATA12,GATA9	MA1187.2,MA1401.2,MA1182.2,MA1183.2,MA1190.2,MA1191.2,MA1184.2,MA1185.2,MA0972.1,MA2353.1,MA1396.2,MA2388.1,MA1323.2,MA1324.1,MA1017.2,MA1016.2,MA1755.2,MA0947.1,MA1409.2,MA2349.1,MA0946.1,MA0949.2,MA0948.2,MA0121.2,MA1737.2,MA1325.2,MA1013.1,MA1014.1,MA0945.2,MA1015.2,MA1018.2
cluster_14	BZIP48,BZIP43,BZIP42,BZIP44,BZIP11,BZIP53,BZIP3,BZIP2,bZIP911,O2,OsbZIP69,OsbZIP77,TGA1A,Lg3,GRMZM2G135447,bZIP910,TGA1,ZmbZIP25,ZmbZIP72,TGA5,PK09021.1,BZIP60,ZmbZIP54,TGA2,TGA7,TGA6,ZmbZIP57,TGA4,TGA10,TGA3,TGA9	MA1345.2,MA1339.1,MA1350.1,MA1337.2,MA1334.2,MA1341.2,MA1340.2,MA1743.2,MA0097.1,MA1417.2,MA2423.1,MA2424.1,MA0129.1,MA2391.1,MA2392.1,MA0096.1,MA0588.2,MA2409.1,MA2412.1,MA1047.3,MA2066.1,MA0967.1,MA2410.1,MA1068.3,MA1070.3,MA1069.3,MA2411.1,MA1335.1,MA1346.2,MA1336.2,MA1348.1
cluster_15	EREB71,ERF018,ERF017,DREB1F,PK07402.1,ARF3,ERF021,ERF025,DREB1G,EREB127,ARF1,ARF5,ERF039,RAP2-10,ERF027,ARF29,DREB1E,DREB1A,DREB1D,DREB1B,DREB1C,PK08602.1,ERF054,ERF012,DREB2E,RAP2-9,DREB2A,ERF055,ERF013,TINY,ERF034,ERF037,ERF035,ERF043,ERF023,ERF019,ERF011,PHYPADRAFT_182268,estExt_gwp_gw1.C_550163,PHYPADRAFT_64121,RAP2-4,PHYPADRAFT_173530,PHYPADRAFT_28324,PHYPA_011264,ERF036,DREB2C,ERF038,RAP2-1,ERF015,ERF010,ASIL2,ENAP2,LBD18,ERF6,PK24580.1	MA2417.1,MA1048.1,MA1234.2,MA1748.2,MA2063.1,MA1009.1,MA1233.3,MA1752.2,MA1032.2,MA2414.1,MA0942.2,MA0943.2,MA0995.3,MA0980.3,MA1227.3,MA1692.2,MA0978.1,MA0971.2,MA1218.2,MA1669.2,MA1670.2,MA2065.1,MA1232.2,MA1248.2,MA1243.2,MA1251.2,MA1258.2,MA1263.2,MA1260.2,MA1220.2,MA1229.2,MA1230.2,MA1223.2,MA1241.2,MA1259.2,MA1424.2,MA1219.3,MA1008.2,MA2386.1,MA1010.2,MA1795.2,MA1007.1,MA1023.1,MA2395.1,MA1253.2,MA0986.1,MA1238.3,MA1679.2,MA1265.3,MA2011.2,MA2039.2,MA2040.2,MA1673.2,MA1006.2,MA2088.1
cluster_16	NAC094,NAC005,NAC075,NAC011,NAC020,NAC010,NAC013,NAC087,NAC058,NAC038,NAC031,NAC054,NAC016,NAC071,NAC073,AT1G19040,BRN2,NAC098	MA2387.1,MA1783.1,MA2035.2,MA1784.1,MA2006.2,MA2009.2,MA1660.2,MA1791.1,MA0938.3,MA2033.2,MA2045.2,MA1788.1,MA2005.2,MA1789.1,MA1790.1,MA1734.1,MA1741.1,MA1792.1
cluster_17	RAV2,TEM1,RAV1,ARF8,ARF2,ARF16,ARF4,ARF18,ARF35,ARF7	MA1797.1,MA1800.1,MA0582.2,MA0944.2,MA1206.2,MA1688.2,MA1697.2,MA1689.2,MA1694.2,MA1698.2
cluster_18	AT1G76870,TRP5,PK21687.1,GT-1,VIT_17s0000g10420,OS04G0486400,DVH24_040989	MA1367.2,MA1802.2,MA2357.1,MA1020.1,MA2365.1,MA2347.1,MA2403.1
cluster_19	AT5G04390,AZF2,AT3G46070,AZF1	MA1736.2,MA2373.1,MA1381.2,MA2372.1
cluster_20	NAC69,NAC035,NAC025,NAC083,NAC019,NAC92,NAC055,NAC046,NAC079,NAC029,NAC002,NAC018,NAC047	MA2018.2,MA2046.2,MA0935.1,MA1043.2,MA1786.2,MA1044.2,MA0937.1,MA0936.1,MA0939.1,MA1675.2,MA2015.2,MA1785.2,MA1787.2
cluster_21	RAMOSA1,BPC5,BPC6,BPC1	MA1416.1,MA1403.1,MA1402.1,MA1404.1
cluster_22	GLYMA-07G038400,GRF9,GRF6,ARF27,ARF34	MA1809.2,MA1756.2,MA2016.2,MA1691.2,MA1693.2
cluster_23	AGL3,SEP3,RIN,PI,FLC,AGL27,SEP1,squamosa,AP1,SOC1,AP3,AGL13,AGL6,AG,AGL1,AGL15,SVP,AGL16,AGL63	MA0001.3,MA0563.2,MA1814.2,MA0559.1,MA0558.2,MA1012.1,MA0584.2,MA0082.2,MA0940.1,MA0554.2,MA0556.2,MA1204.1,MA1205.1,MA0005.3,MA0585.2,MA0548.3,MA0555.2,MA1199.1,MA1203.1
cluster_24	DREB2G,LOB,ERF2,ERF091,ERF095,ERF014,DREB2D,ERF057,ERF104,RAP2-6,ERF5,abi4,Zm00001d005892,ERF1B,ERF15,Os05g0497200,PK17878.1,PK19363.1,ERF096,DEAR3,ERF13,ERF094,RAP2-3,ERF109,CRF2,ERF118,ERF4,RAP2-12,ERF082,ERF112,ERF086,CRF4,ERF076,ERF105,ERF077,EREB138,IG1,Zm00001d031796,RAP2-11,EREB29,DREB2F,Zm00001d049364,ERF115,ABR1,ERF8,ERF073,Zm00001d024324,ERF122,LEP,ERF087,Zm00001d020267,Zm00001d020595,Zm00001d052229,Zm00001d002364	MA1226.2,MA2022.2,MA1262.2,MA1228.2,MA1264.2,MA1222.1,MA1250.2,MA1753.2,MA1239.2,MA1221.1,MA1225.1,MA0123.1,MA1819.2,MA0567.1,MA1231.3,MA1034.1,MA2074.1,MA2078.1,MA0998.2,MA1376.2,MA1004.2,MA1049.2,MA1051.1,MA1053.1,MA0975.1,MA1671.2,MA0992.3,MA1256.2,MA1005.3,MA1245.3,MA1252.2,MA0976.3,MA1001.4,MA1000.3,MA1240.2,MA2415.1,MA2418.1,MA1831.2,MA1266.2,MA2416.1,MA1242.1,MA1833.2,MA2013.2,MA1244.2,MA0994.3,MA1754.2,MA1820.2,MA1261.2,MA1246.2,MA1247.2,MA1817.2,MA1821.2,MA1818.1,MA1832.2
cluster_25	Zm00001d027846,NAC105,NTL8,NAC045,NAC103,NAC062,NAC037,NAC101,SMB,NAC076,NAC007,NAC050,NAC004,NAC078,NAC053,NAC028,NAC017,NAC057,NAC096	MA1823.2,MA2053.2,MA1678.3,MA2048.2,MA2038.2,MA1676.3,MA2047.2,MA2050.2,MA2010.2,MA2036.2,MA2044.2,MA1663.3,MA2043.2,MA1677.2,MA2049.2,MA1427.3,MA1674.3,MA2034.2,MA2037.2
cluster_26	TEIL,EIL3,OsEIL3,UB3,SBP6,SBP8	MA2362.1,MA1751.2,MA2351.1,MA2419.1,MA2420.1,MA2421.1
cluster_27	E2FC,E2FD,E2FE	MA1749.1,MA1732.1,MA1750.1
cluster_28	Zm00001d018571,TFLG2-Zm00001d042777,SPL7,SPL14,SPL9,SPL5,SPL11,SPL13A,SPL3,SPL1,SPL15,SPL4,POPTR_0002s00440g,SPL10,PRUPE_ppa000682mg,PK22320.1,SPL12,PK06791.1	MA1822.2,MA1835.2,MA1060.2,MA0586.3,MA1322.3,MA1059.3,MA1056.2,MA1321.2,MA0577.4,MA1055.3,MA1320.2,MA1058.2,MA0955.2,MA1799.2,MA2361.1,MA2358.1,MA1057.2,MA2355.1
cluster_29	GLYMA-08G357600,ABI3,FUS3,LEC2	MA1810.2,MA0564.2,MA0565.3,MA0581.2
cluster_30	CRF3,ERF7,ERF069,WIN1,OsERF104	MA2378.1,MA0993.2,MA0997.2,MA1804.2,MA2402.1
cluster_31	AIL7,ANT,PLT1,AIL6	MA1235.1,MA0571.2,MA1377.2,MA1378.1
cluster_32	NAC043,NTL9	MA1045.2,MA1046.1
cluster_33	SPL8D1,SPL5B,SPL8A,SPL8B	MA2454.1,MA2447.1,MA2452.1,MA2453.1
cluster_34	AT4G12670,TRP1,TRP2	MA1354.1,MA1352.1,MA1356.1
cluster_35	ZAT10,SIZF2	MA1372.2,MA1405.2
cluster_36	SMZ,RAP2-7,TOE2	MA0553.1,MA1796.1,MA2363.1
cluster_37	ERF9,AS2	MA1257.2,MA2398.1
cluster_38	SPL11A,SPL16D,SPL2B,SPL19B,SPL2A,SPL13B,SPL4A,SPL3D,SPL14B,SPL5A,SPL11B,SPL13D,SPL7B,SPL5D,SPL12B,SPL3B,SPL15A,SPL18A,SPL1D,SPL9D,SPL15D,SPL16A,SPL7A,SPL6A,SPL3A,SPL4D	MA2425.1,MA2435.1,MA2440.1,MA2437.1,MA2439.1,MA2428.1,MA2444.1,MA2443.1,MA2430.1,MA2446.1,MA2426.1,MA2429.1,MA2451.1,MA2448.1,MA2427.1,MA2442.1,MA2431.1,MA2436.1,MA2438.1,MA2455.1,MA2433.1,MA2434.1,MA2450.1,MA2449.1,MA2441.1,MA2445.1
cluster_39	HSFA6B,HSFC1	MA1664.3,MA1667.3
cluster_40	SPL8	MA0578.1
cluster_41	CDC5	MA0579.2
cluster_42	LFY	MA0590.1
cluster_43	AGL55	MA1202.1
cluster_44	E2FA	MA1414.2
cluster_45	MYB23	MA1767.2
cluster_46	EIL4	MA1813.2
cluster_47	JUB1	MA2017.2
cluster_48	LBD13	MA2021.2
cluster_49	MYB88	MA2029.2
cluster_50	VOZ2	MA2366.1
cluster_51	estExt_gwp_gw1.C_220046	MA2385.1
cluster_52	SPL15B	MA2432.1
