cluster_id	motif_names	motif_ids
cluster_011	ZBTB7C,ZBTB7B,Gli2,Gli1,ZBTB14,EGR1,EGR2,EGR3,EGR4,VEZF1,ZNF263,SP5,KLF3,ZNF682,ZBED4,ZNF740,Wt1,KLF9,KLF16,SP3,KLF6,SP8,KLF11,SP9,PATZ1,ZNF281,ZNF148,MAZ,KLF4,KLF15,KLF2,KLF1,KLF7,KLF5,SP1,SP4,SP2,KLF14,KLF12,KLF10	MA0695.2,MA0694.2,MA0734.4,MA1990.2,MA1650.2,MA0162.5,MA0472.2,MA0732.2,MA0733.2,MA1578.2,MA0528.3,MA1965.2,MA1516.2,MA1599.2,MA2328.1,MA0753.3,MA1627.2,MA1107.3,MA0741.1,MA0746.3,MA1517.2,MA0747.2,MA1512.2,MA1564.2,MA1961.2,MA1630.3,MA1653.2,MA1522.2,MA0039.5,MA1513.2,MA1515.2,MA0493.3,MA1959.2,MA0599.1,MA0079.5,MA0685.2,MA0516.3,MA0740.2,MA0742.2,MA1511.2
cluster_012	RBPJ,Nfatc1,NFATC3,Nfatc2,Nfat5,NFATC4,ZNF211,TEAD2,TEAD1,TEAD3,TEAD4	MA1116.2,MA0624.3,MA0625.3,MA0152.3,MA0606.3,MA1525.3,MA1974.2,MA1121.2,MA0090.4,MA0808.1,MA0809.3
cluster_013	TBXT,TBX19,MGA::EVX1,TBX20,TBX4,TBX5,MGA,TBX15,TBX1,TBX21,Tbx6,TBX2,TBX18,EOMES,TBR1,TBX3	MA0009.2,MA0804.2,MA1960.2,MA0689.1,MA0806.1,MA0807.1,MA0801.1,MA0803.1,MA0805.1,MA0690.3,MA1567.3,MA0688.2,MA1565.2,MA0800.2,MA0802.2,MA1566.3
cluster_014	ZNF768,Mecom,GATA5,GATA4,Gata3,GATA6,TRPS1,GATA1,GATA2	MA1731.2,MA0029.2,MA0766.3,MA0482.3,MA0037.5,MA1104.3,MA1970.2,MA0035.5,MA0036.4
cluster_015	FERD3L,PKNOX2,TGIF2LX,TGIF2LY,TGIF1,TGIF2,TWIST1,Ptf1A,HAND2,Atoh1,NEUROG2,Neurod2,NEUROD1,ZEB1,FIGLA,SNAI1,TCF3,TCF12,MYOD1,ASCL1,SNAI3,TCF4,SNAI2,Ptf1A,MYB,Tcf12,BHLHE22,Olig2,Twist2,Neurod2,Ascl2,TFAP4,MYF6,MSC,Tcf21,NHLH1,Ptf1A,Bhlha15,MYF5,MYOG,ASCL1,OSR1,OSR2,ZNF317,Zic2,Zic3,Zic1::Zic2	MA1485.1,MA0783.1,MA1571.1,MA1572.1,MA0796.1,MA0797.1,MA1123.3,MA1618.2,MA1638.2,MA1467.3,MA1642.2,MA0668.3,MA1109.2,MA0103.4,MA0820.2,MA1558.2,MA0522.4,MA1648.2,MA0499.3,MA1631.2,MA1559.2,MA0830.3,MA0745.3,MA1620.2,MA0100.4,MA0521.3,MA1635.2,MA1997.2,MA0633.3,MA1993.2,MA0816.1,MA0691.1,MA0667.1,MA0665.1,MA0832.2,MA0048.3,MA1619.2,MA1472.3,MA1641.2,MA0500.3,MA1100.3,MA1542.2,MA1646.2,MA1593.2,MA1629.2,MA0697.3,MA1628.2
cluster_016	Tfcp2l1,TFAP4::FLI1,ETV5::FIGLA,ERF::FIGLA,ETV2::FIGLA,TFAP4::ETV1	MA0145.2,MA1967.2,MA1945.2,MA1934.2,MA1941.2,MA1966.2
cluster_017	CTCF,INSM1,CTCFL	MA0139.2,MA0155.1,MA1102.3
cluster_018	YY2,E2F8,E2F6,TFDP1,GCM1,GCM2	MA0748.3,MA0865.3,MA0471.3,MA1122.2,MA0646.2,MA0767.2
cluster_019	Hic1,NFIC,NFIA,NFIX,HIC2,ZNF549	MA0739.2,MA0161.3,MA0670.2,MA0671.2,MA0738.2,MA1728.2
cluster_020	NR5A1,NR6A1,THAP1,RORA,RORA,RORB,RORC,BCL11A,ESRRB,Nr5A2,ESRRA,Esrrg,NR2C1,NR2C2,Nr1h3,Nr1H4,Nr1H2,NR4A2,NR4A1,NR2F2,Ppara	MA1540.3,MA1541.2,MA0597.3,MA0072.2,MA0071.1,MA1150.2,MA1151.2,MA2324.1,MA0141.4,MA0505.3,MA0592.4,MA0643.2,MA1535.2,MA1536.2,MA2337.1,MA1110.3,MA1996.2,MA0160.3,MA1112.3,MA1111.2,MA2338.1
cluster_021	ZNF16,ZNF324	MA1654.2,MA1977.2
cluster_022	PAX3,PAX6,PAX1,PAX9,PAX2,PAX8	MA1546.2,MA0069.1,MA0779.2,MA0781.2,MA0067.3,MA2094.1
cluster_023	Prdm4,IRF6,ZBED2	MA1647.3,MA1509.1,MA1971.2
cluster_024	Prdm15,Six4,SIX1,SIX2	MA1616.2,MA2001.2,MA1118.2,MA1119.2
cluster_025	BCL6,BCL6B,Stat6,Stat4,STAT1,Stat5a,STAT3,Stat5a::Stat5b,Stat5b	MA0463.3,MA0731.1,MA0520.2,MA0518.2,MA0137.4,MA1624.2,MA0144.3,MA0519.2,MA1625.2
cluster_026	NR1D1,NR1D2,RARA,Rarb,Nr2F6,Rarg,NR2F1,PPARA::RXRA,NR1H2::RXRA,HNF4A,Pparg::Rxra,THRB,Nr2f6,NR2F1,NR2C2,PPARD,RXRB,Rxra,RXRG	MA1531.2,MA1532.2,MA0729.1,MA0857.1,MA0728.1,MA0859.2,MA0017.3,MA1148.2,MA0115.1,MA1494.2,MA0065.3,MA1574.2,MA0677.2,MA1537.2,MA0504.2,MA1550.2,MA0855.1,MA0512.2,MA0856.1
cluster_027	ZBTB6,TFAP2A,TFAP2C,TFAP2B,TFAP2E	MA1581.2,MA0003.5,MA0814.3,MA0812.2,MA1569.2
cluster_028	ZNF610,ZNF574	MA1713.2,MA1982.2
cluster_029	PGR,Pgr,Ar,NR3C1,NR3C2	MA2327.1,MA2323.1,MA0007.4,MA0113.4,MA0727.2
cluster_030	ZNF669,RXRB,RXRG,RARB,RARG	MA1985.1,MA1555.1,MA1556.1,MA1552.2,MA1553.2
cluster_031	ZNF416,Zfp809,FEZF2	MA1979.2,MA2125.1,MA2341.1
cluster_032	Hand1::Tcf3,ZBTB26,Hand1,Smad4,SMAD2	MA0092.2,MA1579.2,MA2123.1,MA1153.2,MA1964.2
cluster_033	Ebf2,EBF3,EBF1,Ebf4,TFAP2B,TFAP2C,TFAP2A,TFAP2A,TFAP2C,TFAP2B	MA1604.2,MA1637.2,MA0154.5,MA2122.1,MA0813.1,MA0815.1,MA0872.1,MA0810.2,MA0524.3,MA0811.2
cluster_034	Rhox11,ZNF708,ZNF341,ZNF189	MA0629.2,MA1730.2,MA1655.2,MA1725.2
cluster_035	HINFP,Foxn1	MA0131.3,MA1684.1
cluster_036	SCRT1,SCRT2,GRHL2,GRHL1,TFCP2	MA0743.3,MA0744.3,MA1105.3,MA0647.2,MA1968.2
cluster_037	ZBTB12,ZNF524	MA1649.2,MA2096.1
cluster_038	HMBOX1,ZNF652	MA0895.2,MA1657.2
cluster_039	Lhx3,Pax7,PAX3,ONECUT3,ZBTB17,ONECUT2,ONECUT1,CUX1,CUX2	MA0135.2,MA0680.3,MA0780.1,MA0757.2,MA2102.1,MA0756.3,MA0679.3,MA0754.3,MA0755.2
cluster_040	Yy1,ZFP42	MA0095.4,MA1651.2
cluster_041	IRF3,Irf1,Stat2,IRF2,STAT1::STAT2,IRF9,IRF5,IRF7,IRF8,IRF4	MA1418.2,MA0050.4,MA1623.2,MA0051.2,MA0517.2,MA0653.1,MA1420.1,MA0772.2,MA0652.2,MA1419.2
cluster_042	ZBTB18,Msgn1,Atoh1,TAL1::TCF3,TFAP4,NEUROG1,NEUROG2,BHLHA15,TCF21,ATOH7,BHLHE23,OLIG1,BHLHE22,OLIG2,OLIG3	MA0698.2,MA1524.3,MA0461.3,MA0091.2,MA1570.1,MA0623.2,MA0669.1,MA0607.2,MA1568.2,MA1468.1,MA0817.2,MA0826.1,MA0818.2,MA0678.1,MA0827.1
cluster_043	TBP,Arid3a,Arid3b	MA0108.3,MA0151.1,MA0601.2
cluster_044	E2F7,E2F3,E2F1,E2F4,E2F2	MA0758.1,MA0469.4,MA0024.3,MA0470.3,MA0864.3
cluster_045	REL,RELA,NFKB1,NFKB2	MA0101.1,MA0107.1,MA0105.4,MA0778.2
cluster_046	ZBTB33,ZBED1	MA0527.2,MA0749.2
cluster_047	PRDM1,IKZF2	MA0508.4,MA2326.1
cluster_048	CEBPD,CEBPA,CEBPG,CEBPB,CEBPE,ATF4,CEBPG,DBP,TEF,NFIL3,HLF	MA0836.3,MA0102.5,MA0838.1,MA0466.4,MA0837.3,MA0833.3,MA1636.2,MA0639.2,MA0843.2,MA0025.3,MA0043.4
cluster_049	HNF1A,HNF1B,POU4F2,POU4F1,POU4F3	MA0046.3,MA0153.2,MA0683.2,MA0790.2,MA0791.2
cluster_050	ZNF135,ZNF460	MA1587.1,MA1596.1
cluster_051	ZIC5,ZIC1,ZIC4,GLI3,GLIS1,GLIS2,GLIS3	MA1584.2,MA0696.1,MA0751.2,MA1491.3,MA0735.2,MA0736.1,MA0737.1
cluster_052	Nr2e1,HNF4A,HNF4G	MA0676.1,MA0114.5,MA0484.3
cluster_053	BARX2,OVOL1	MA1471.2,MA1544.2
cluster_054	Lef1,TCF7,TCF7L1,TCF7L2,Hnf1A	MA0768.3,MA0769.3,MA1421.1,MA0523.2,MA1991.2
cluster_055	PBX1,MEIS1,PBX2,MEIS2	MA0070.2,MA1639.2,MA1113.3,MA1640.2
cluster_056	ZSCAN29,SMAD3,SMAD5	MA1602.2,MA0795.1,MA1557.1
cluster_057	ZNF75D,ZNF75A	MA1601.2,MA2097.1
cluster_058	PPARG,ESR1,ESR2	MA0066.2,MA0112.4,MA0258.2
cluster_059	Nr1h3::Rxra,THRA,Rarg,THRB	MA0494.2,MA1969.2,MA0860.1,MA1576.2
cluster_060	MZF1,FOXH1	MA0056.3,MA0479.2
cluster_061	PLAGL2,Plagl1	MA1548.2,MA1615.2
cluster_062	RUNX3,RUNX2,Runx1,Bcl11B	MA0684.3,MA0511.2,MA0002.3,MA1989.2
cluster_063	TP73,TP53,TP63	MA0861.2,MA0106.3,MA0525.2
cluster_064	MEF2B,MEF2D,MEF2A,MEF2C	MA0660.1,MA0773.1,MA0052.5,MA0497.2
cluster_065	ZNF143,ZNF76	MA0088.2,MA1716.2
cluster_066	NR2F1,NR2F6,NR1H4::RXRA,NR4A2::RXRA	MA1538.1,MA1539.1,MA1146.2,MA1147.2
cluster_067	Vdr,NR1I3	MA0693.4,MA1534.2
cluster_068	ELK1::SREBF2,ERF::SREBF2	MA1933.2,MA1939.2
cluster_069	GFI1,Gfi1B	MA0038.3,MA0483.2
cluster_070	RXRA::VDR,NR1I2	MA0074.1,MA1533.2
cluster_071	ZNF417,Zfp961	MA1727.2,MA2126.1
cluster_072	RARA,Rarb,RARA::RXRA,RARA::RXRG	MA0730.1,MA0858.1,MA0159.1,MA1149.2
cluster_073	HSF4,HSF1,HSF2	MA0771.1,MA0486.2,MA0770.1
cluster_074	Ddit3::Cebpa	MA0019.2
cluster_075	RREB1	MA0073.2
cluster_076	SRF	MA0083.3
cluster_077	Znf423	MA0116.1
cluster_078	ZNF354C	MA0130.1
cluster_079	REST	MA0138.3
cluster_080	GATA1::TAL1	MA0140.3
cluster_081	Zfx	MA0146.3
cluster_082	EWSR1-FLI1	MA0149.1
cluster_083	PLAG1	MA0163.1
cluster_084	Nr2e3	MA0164.2
cluster_085	Nrf1	MA0506.3
cluster_086	HOXA9	MA0594.3
cluster_087	Arid5a	MA0602.2
cluster_088	LIN54	MA0619.2
cluster_089	KLF13	MA0657.2
cluster_090	ZNF410	MA0752.2
cluster_091	MYBL1	MA0776.1
cluster_092	MYBL2	MA0777.1
cluster_093	MTF1	MA0863.1
cluster_094	RELB	MA1117.2
cluster_095	ZNF24	MA1124.1
cluster_096	ZNF384	MA1125.2
cluster_097	ZNF282	MA1154.2
cluster_098	ZSCAN4	MA1155.1
cluster_099	KLF17	MA1514.2
cluster_100	NHLH2	MA1529.2
cluster_101	OVOL2	MA1545.2
cluster_102	Thap11	MA1573.2
cluster_103	THRB	MA1575.2
cluster_104	ZBTB32	MA1580.1
cluster_105	ZFP57	MA1583.2
cluster_106	ZKSCAN1	MA1585.2
cluster_107	ZNF136	MA1588.1
cluster_108	ZNF140	MA1589.2
cluster_109	ZNF382	MA1594.1
cluster_110	ZNF528	MA1597.1
cluster_111	ZNF684	MA1600.2
cluster_112	ZKSCAN5	MA1652.2
cluster_113	ZNF449	MA1656.2
cluster_114	ZNF257	MA1710.2
cluster_115	ZNF343	MA1711.2
cluster_116	ZNF675	MA1714.2
cluster_117	ZNF707	MA1715.1
cluster_118	ZNF784	MA1717.2
cluster_119	ZNF8	MA1718.1
cluster_120	ZNF816	MA1719.2
cluster_121	ZNF85	MA1720.2
cluster_122	ZNF93	MA1721.2
cluster_123	ZSCAN31	MA1722.2
cluster_124	PRDM9	MA1723.2
cluster_125	ZNF331	MA1726.2
cluster_126	ZNF680	MA1729.2
cluster_127	CTCF	MA1929.2
cluster_128	CTCF	MA1930.2
cluster_129	ERF::NHLH1	MA1938.2
cluster_130	ZFP14	MA1972.1
cluster_131	ZKSCAN3	MA1973.2
cluster_132	ZNF214	MA1975.2
cluster_133	ZNF320	MA1976.2
cluster_134	ZNF354A	MA1978.2
cluster_135	ZNF418	MA1980.1
cluster_136	ZNF530	MA1981.2
cluster_137	ZNF582	MA1983.2
cluster_138	ZNF667	MA1984.2
cluster_139	ZNF692	MA1986.2
cluster_140	ZNF701	MA1987.2
cluster_141	Prdm14	MA1998.2
cluster_142	Prdm5	MA1999.2
cluster_143	Zfp335	MA2002.2
cluster_144	ZNF766	MA2098.1
cluster_145	ZNF770	MA2099.1
cluster_146	ZSCAN16	MA2100.1
cluster_147	ZNF677	MA2101.1
cluster_148	ZNF184	MA2120.1
cluster_149	ZNF213	MA2121.1
cluster_150	Hmga1	MA2124.1
cluster_151	ZBTB24	MA2330.1
cluster_152	ZNF157	MA2331.1
cluster_153	ZNF35	MA2333.1
cluster_154	ZNF558	MA2335.1
cluster_155	ZSCAN21	MA2336.1
